 Income ($) , Monthly Award ,,,,,,, Income ($) ,,,,,,
 From  ,1,2,3,4,5,6,, From  ,1,2,3,4,5,6
" $69,000.00 ", $644.00 ," $1,051.00 "," $1,377.00 "," $1,635.00 "," $1,838.00 "," $2,010.00 ",," $69,000.00 ",1.00%,1.56%,1.96%,2.54%,2.80%,3.00%
" $70,000.00 ", $654.00 ," $1,067.00 "," $1,397.00 "," $1,660.00 "," $1,866.00 "," $2,040.00 ",," $70,000.00 ",0.94%,1.54%,2.00%,2.50%,2.80%,3.06%
" $71,000.00 ", $663.00 ," $1,082.00 "," $1,417.00 "," $1,685.00 "," $1,894.00 "," $2,071.00 ",," $71,000.00 ",0.96%,1.52%,1.94%,2.56%,2.78%,3.00%
" $72,000.00 ", $673.00 ," $1,097.00 "," $1,436.00 "," $1,711.00 "," $1,922.00 "," $2,101.00 ",," $72,000.00 ",0.78%,1.20%,1.50%,2.02%,2.26%,2.46%
" $73,000.00 ", $681.00 ," $1,109.00 "," $1,451.00 "," $1,731.00 "," $1,945.00 "," $2,126.00 ",," $73,000.00 ",1.00%,1.50%,1.96%,2.36%,2.80%,3.00%
" $74,000.00 ", $691.00 ," $1,124.00 "," $1,471.00 "," $1,755.00 "," $1,973.00 "," $2,156.00 ",," $74,000.00 ",0.94%,1.48%,2.00%,2.32%,2.78%,3.06%
" $75,000.00 ", $700.00 ," $1,139.00 "," $1,491.00 "," $1,778.00 "," $2,001.00 "," $2,187.00 ",," $75,000.00 ",0.86%,1.46%,1.84%,2.22%,2.76%,2.90%
" $76,000.00 ", $709.00 ," $1,154.00 "," $1,509.00 "," $1,800.00 "," $2,029.00 "," $2,216.00 ",," $76,000.00 ",0.86%,1.44%,1.88%,2.20%,2.74%,2.96%
" $77,000.00 ", $718.00 ," $1,168.00 "," $1,528.00 "," $1,822.00 "," $2,056.00 "," $2,246.00 ",," $77,000.00 ",0.88%,1.40%,1.84%,2.20%,2.74%,2.92%
" $78,000.00 ", $727.00 ," $1,182.00 "," $1,546.00 "," $1,844.00 "," $2,083.00 "," $2,275.00 ",," $78,000.00 ",0.88%,1.38%,1.88%,2.20%,2.74%,2.98%
" $79,000.00 ", $736.00 ," $1,196.00 "," $1,565.00 "," $1,866.00 "," $2,110.00 "," $2,305.00 ",," $79,000.00 ",0.90%,1.46%,1.84%,2.20%,2.72%,2.94%
" $80,000.00 ", $745.00 ," $1,211.00 "," $1,583.00 "," $1,888.00 "," $2,137.00 "," $2,334.00 ",," $80,000.00 ",1.00%,1.52%,1.86%,2.28%,2.80%,2.98%
" $81,000.00 ", $755.00 ," $1,226.00 "," $1,602.00 "," $1,911.00 "," $2,165.00 "," $2,364.00 ",," $81,000.00 ",0.94%,1.44%,1.86%,2.24%,2.80%,2.98%
" $82,000.00 ", $764.00 ," $1,240.00 "," $1,621.00 "," $1,933.00 "," $2,193.00 "," $2,394.00 ",," $82,000.00 ",0.98%,1.46%,1.86%,2.28%,2.52%,3.06%
" $83,000.00 ", $774.00 ," $1,255.00 "," $1,640.00 "," $1,956.00 "," $2,218.00 "," $2,425.00 ",," $83,000.00 ",0.94%,1.48%,1.86%,2.14%,2.46%,2.94%
" $84,000.00 ", $783.00 ," $1,270.00 "," $1,659.00 "," $1,977.00 "," $2,243.00 "," $2,454.00 ",," $84,000.00 ",0.92%,1.44%,1.82%,2.16%,2.42%,2.96%
" $85,000.00 ", $792.00 ," $1,284.00 "," $1,677.00 "," $1,999.00 "," $2,267.00 "," $2,484.00 ",," $85,000.00 ",0.90%,1.42%,1.88%,2.18%,2.46%,3.00%
" $86,000.00 ", $801.00 ," $1,298.00 "," $1,696.00 "," $2,021.00 "," $2,292.00 "," $2,514.00 ",," $86,000.00 ",0.88%,1.40%,1.84%,2.22%,2.42%,2.92%
" $87,000.00 ", $810.00 ," $1,312.00 "," $1,714.00 "," $2,043.00 "," $2,316.00 "," $2,543.00 ",," $87,000.00 ",0.86%,1.36%,1.80%,2.14%,2.36%,2.96%
" $88,000.00 ", $819.00 ," $1,326.00 "," $1,732.00 "," $2,064.00 "," $2,340.00 "," $2,573.00 ",," $88,000.00 ",0.68%,1.18%,1.62%,1.94%,2.18%,2.64%
" $89,000.00 ", $826.00 ," $1,338.00 "," $1,748.00 "," $2,083.00 "," $2,362.00 "," $2,599.00 ",," $89,000.00 ",0.76%,1.26%,1.60%,1.90%,2.16%,2.44%
" $90,000.00 ", $834.00 ," $1,351.00 "," $1,764.00 "," $2,102.00 "," $2,384.00 "," $2,623.00 ",," $90,000.00 ",0.64%,1.14%,1.60%,1.86%,2.16%,2.30%
" $91,000.00 ", $840.00 ," $1,362.00 "," $1,780.00 "," $2,121.00 "," $2,406.00 "," $2,646.00 ",," $91,000.00 ",0.66%,1.18%,1.54%,1.80%,2.04%,2.26%
" $92,000.00 ", $847.00 ," $1,374.00 "," $1,795.00 "," $2,139.00 "," $2,426.00 "," $2,669.00 ",," $92,000.00 ",0.76%,1.24%,1.54%,1.90%,2.10%,2.32%
" $93,000.00 ", $855.00 ," $1,386.00 "," $1,810.00 "," $2,158.00 "," $2,447.00 "," $2,692.00 ",," $93,000.00 ",0.76%,1.22%,1.58%,1.84%,2.10%,2.32%
" $94,000.00 ", $863.00 ," $1,398.00 "," $1,826.00 "," $2,176.00 "," $2,468.00 "," $2,715.00 ",," $94,000.00 ",0.78%,1.20%,1.60%,1.88%,2.12%,2.32%
" $95,000.00 ", $871.00 ," $1,410.00 "," $1,842.00 "," $2,195.00 "," $2,489.00 "," $2,738.00 ",," $95,000.00 ",0.80%,1.26%,1.52%,1.84%,2.12%,2.32%
" $96,000.00 ", $879.00 ," $1,423.00 "," $1,857.00 "," $2,213.00 "," $2,510.00 "," $2,761.00 ",," $96,000.00 ",0.80%,1.24%,1.56%,1.88%,2.12%,2.34%
" $97,000.00 ", $887.00 ," $1,435.00 "," $1,873.00 "," $2,232.00 "," $2,531.00 "," $2,784.00 ",," $97,000.00 ",0.82%,1.22%,1.58%,1.82%,2.12%,2.34%
" $98,000.00 ", $895.00 ," $1,447.00 "," $1,889.00 "," $2,250.00 "," $2,552.00 "," $2,807.00 ",," $98,000.00 ",0.74%,1.20%,1.62%,1.86%,2.12%,2.34%
" $99,000.00 ", $902.00 ," $1,459.00 "," $1,905.00 "," $2,269.00 "," $2,573.00 "," $2,830.00 ",," $99,000.00 ",0.76%,1.18%,1.54%,1.90%,2.14%,2.34%
" $100,000.00 ", $910.00 ," $1,471.00 "," $1,920.00 "," $2,288.00 "," $2,594.00 "," $2,853.00 ",," $100,000.00 ",0.76%,1.26%,1.56%,1.84%,2.14%,2.34%
" $101,000.00 ", $918.00 ," $1,484.00 "," $1,936.00 "," $2,306.00 "," $2,615.00 "," $2,876.00 ",," $101,000.00 ",0.78%,1.24%,1.60%,1.88%,2.14%,2.34%
" $102,000.00 ", $926.00 ," $1,496.00 "," $1,952.00 "," $2,325.00 "," $2,636.00 "," $2,899.00 ",," $102,000.00 ",0.80%,1.22%,1.52%,1.82%,2.04%,2.34%
" $103,000.00 ", $934.00 ," $1,508.00 "," $1,967.00 "," $2,343.00 "," $2,656.00 "," $2,922.00 ",," $103,000.00 ",0.80%,1.18%,1.56%,1.86%,2.06%,2.24%
" $104,000.00 ", $942.00 ," $1,520.00 "," $1,983.00 "," $2,362.00 "," $2,677.00 "," $2,944.00 ",," $104,000.00 ",0.82%,1.26%,1.58%,1.82%,2.06%,2.26%
" $105,000.00 ", $950.00 ," $1,533.00 "," $1,999.00 "," $2,380.00 "," $2,698.00 "," $2,967.00 ",," $105,000.00 ",0.84%,1.24%,1.60%,1.86%,2.06%,2.26%
" $106,000.00 ", $958.00 ," $1,545.00 "," $2,015.00 "," $2,399.00 "," $2,719.00 "," $2,990.00 ",," $106,000.00 ",0.74%,1.22%,1.54%,1.90%,2.06%,2.26%
" $107,000.00 ", $965.00 ," $1,557.00 "," $2,030.00 "," $2,418.00 "," $2,740.00 "," $3,013.00 ",," $107,000.00 ",0.76%,1.20%,1.56%,1.84%,2.06%,2.26%
" $108,000.00 ", $973.00 ," $1,569.00 "," $2,046.00 "," $2,436.00 "," $2,761.00 "," $3,036.00 ",," $108,000.00 ",0.78%,1.18%,1.60%,1.88%,2.08%,2.26%
" $109,000.00 ", $981.00 ," $1,581.00 "," $2,062.00 "," $2,455.00 "," $2,782.00 "," $3,059.00 ",," $109,000.00 ",0.80%,1.26%,1.62%,1.82%,2.08%,2.26%
" $110,000.00 ", $989.00 ," $1,594.00 "," $2,078.00 "," $2,473.00 "," $2,803.00 "," $3,082.00 ",," $110,000.00 ",0.80%,1.22%,1.54%,1.86%,2.08%,2.26%
" $111,000.00 ", $997.00 ," $1,606.00 "," $2,093.00 "," $2,492.00 "," $2,824.00 "," $3,105.00 ",," $111,000.00 ",0.82%,1.20%,1.58%,1.90%,2.08%,2.26%
" $112,000.00 "," $1,005.00 "," $1,618.00 "," $2,109.00 "," $2,511.00 "," $2,845.00 "," $3,128.00 ",," $112,000.00 ",0.84%,1.18%,1.60%,1.84%,2.08%,2.28%
" $113,000.00 "," $1,013.00 "," $1,630.00 "," $2,125.00 "," $2,529.00 "," $2,866.00 "," $3,151.00 ",," $113,000.00 ",0.74%,1.26%,1.54%,1.90%,2.10%,2.28%
" $114,000.00 "," $1,020.00 "," $1,643.00 "," $2,140.00 "," $2,548.00 "," $2,887.00 "," $3,174.00 ",," $114,000.00 ",0.76%,1.24%,1.56%,1.84%,2.10%,2.28%
" $115,000.00 "," $1,028.00 "," $1,655.00 "," $2,156.00 "," $2,566.00 "," $2,908.00 "," $3,197.00 ",," $115,000.00 ",0.78%,1.22%,1.58%,1.88%,2.10%,2.28%
" $116,000.00 "," $1,036.00 "," $1,667.00 "," $2,172.00 "," $2,585.00 "," $2,929.00 "," $3,220.00 ",," $116,000.00 ",0.78%,1.20%,1.62%,1.82%,2.10%,2.28%
" $117,000.00 "," $1,044.00 "," $1,679.00 "," $2,188.00 "," $2,603.00 "," $2,950.00 "," $3,243.00 ",," $117,000.00 ",0.80%,1.28%,1.54%,1.86%,2.10%,2.28%
" $118,000.00 "," $1,052.00 "," $1,692.00 "," $2,203.00 "," $2,622.00 "," $2,971.00 "," $3,266.00 ",," $118,000.00 ",0.82%,1.24%,1.58%,1.90%,2.12%,2.28%
